name,latitude,longitude,region,population
Claix,45.1197,5.6717,Auvergne-Rhône-Alpes,7921
Courcelles-les-Lens,50.4181,3.0181,Hauts-de-France,7918
Bouaye,47.1436,-1.6889,Pays de la Loire,7914
Cappelle-la-Grande,50.9983,2.3642,Hauts-de-France,7909
Biguglia,42.6183,9.4361,Corsica,7902
Merlebach,49.1466,6.8157,Grand Est,7892
La Ricamarie,45.4031,4.3644,Auvergne-Rhône-Alpes,7889
La Colle-sur-Loup,43.6864,7.1039,Provence-Alpes-Côte d’Azur,7887
Achicourt,50.2733,2.7594,Hauts-de-France,7878
Vert-Saint-Denis,48.5669,2.6219,Île-de-France,7874
Sorbiers,45.4878,4.4503,Auvergne-Rhône-Alpes,7856
Aureilhan,43.2439,0.0967,Occitanie,7849
Meximieux,45.9044,5.1944,Auvergne-Rhône-Alpes,7848
Vineuil,47.5806,1.3725,Centre-Val de Loire,7845
Monts,47.2747,0.6428,Centre-Val de Loire,7835
Céret,42.4881,2.7514,Occitanie,7821
Saint-Rémy-lès-Chevreuse,48.7058,2.0719,Île-de-France,7810
Gérardmer,48.0722,6.8786,Grand Est,7802
Romagnat,45.7294,3.1006,Auvergne-Rhône-Alpes,7793
Thuir,42.6319,2.7564,Occitanie,7792
Saint-Marcellin,45.1517,5.3197,Auvergne-Rhône-Alpes,7791
Marseillan,43.3564,3.5278,Occitanie,7784
Seyssins,45.1561,5.6797,Auvergne-Rhône-Alpes,7783
Isle,45.8042,1.2264,Nouvelle-Aquitaine,7779
Digoin,46.4819,3.9806,Bourgogne-Franche-Comté,7777
Langueux,48.495,-2.7175,Bretagne,7776
Houplines,50.6908,2.9092,Hauts-de-France,7770
Liffré,48.2136,-1.5081,Bretagne,7768
Boussy-Saint-Antoine,48.6908,2.5325,Île-de-France,7767
La Couronne,45.6075,0.1,Nouvelle-Aquitaine,7759
Saint-Gilles-Croix-de-Vie,46.6975,-1.9444,Pays de la Loire,7759
Le Soler,42.6819,2.7933,Occitanie,7753
Talmont-Saint-Hilaire,46.4672,-1.6183,Pays de la Loire,7748
Talange,49.2367,6.1744,Grand Est,7731
Questembert,47.6614,-2.4531,Bretagne,7723
Wavrin,50.5739,2.9389,Hauts-de-France,7723
Thann,47.8067,7.1044,Grand Est,7721
Tullins,45.2975,5.4833,Auvergne-Rhône-Alpes,7719
Baillargues,43.6611,4.0128,Occitanie,7708
Langres,47.8625,5.3331,Grand Est,7699
Remiremont,48.0169,6.59,Grand Est,7691
Hettange-Grande,49.4058,6.1531,Grand Est,7689
Émerainville,48.81,2.6228,Île-de-France,7689
Doué-la-Fontaine,47.1931,-0.2756,Pays de la Loire,7686
Saint-Jean-de-Maurienne,45.2767,6.345,Auvergne-Rhône-Alpes,7683
Moirans,45.325,5.5644,Auvergne-Rhône-Alpes,7675
Saint-Vincent-de-Tyrosse,43.6611,-1.3042,Nouvelle-Aquitaine,7669
Moyeuvre-Grande,49.2528,6.0458,Grand Est,7662
Beynes,48.8564,1.8728,Île-de-France,7651
Wintzenheim,48.0731,7.29,Grand Est,7642
Mably,46.0858,4.0647,Auvergne-Rhône-Alpes,7641
Sausset-les-Pins,43.3322,5.1139,Provence-Alpes-Côte d’Azur,7640
Pluvigner,47.7758,-3.0103,Bretagne,7635
Rosporden,47.9606,-3.8347,Bretagne,7633
Montlhéry,48.6386,2.2722,Île-de-France,7624
Saint-Péray,44.9486,4.845,Auvergne-Rhône-Alpes,7622
Auxonne,47.1939,5.3878,Bourgogne-Franche-Comté,7609
Geispolsheim,48.515,7.6464,Grand Est,7605
Barlin,50.4553,2.6186,Hauts-de-France,7603
Coulaines,48.0267,0.2042,Pays de la Loire,7600
Péronne,49.9322,2.9364,Hauts-de-France,7595
Ballancourt,48.5256,2.3856,Île-de-France,7595
Saint-Apollinaire,47.3317,5.0842,Bourgogne-Franche-Comté,7587
Sisteron,44.19,5.9464,Provence-Alpes-Côte d’Azur,7579
Noisy-le-Roi,48.8464,2.06,Île-de-France,7577
Rochefort-du-Gard,43.9744,4.6903,Occitanie,7574
Neuville-sur-Saône,45.8761,4.8411,Auvergne-Rhône-Alpes,7560
Charnay-lès-Mâcon,46.3092,4.7844,Bourgogne-Franche-Comté,7559
Déols,46.83,1.7058,Centre-Val de Loire,7559
Saint-Denis-en-Val,47.8772,1.96,Centre-Val de Loire,7545
Fresnes-sur-Escaut,50.4336,3.5769,Hauts-de-France,7532
Bessancourt,49.0378,2.2133,Île-de-France,7528
Ensisheim,47.8656,7.3525,Grand Est,7522
Rethel,49.5097,4.3675,Grand Est,7522
Montreuil-Juigné,47.5283,-0.6119,Pays de la Loire,7521
Wissembourg,49.0375,7.9461,Grand Est,7519
Ancenis,47.3728,-1.1783,Pays de la Loire,7510
Paray-Vieille-Poste,48.7081,2.3628,Île-de-France,7503
Cavalaire-sur-Mer,43.1711,6.5292,Provence-Alpes-Côte d’Azur,7499
Martignas-sur-Jalle,44.8406,-0.7756,Nouvelle-Aquitaine,7498
Gargenville,48.9919,1.8103,Île-de-France,7490
Saint-Germain-lès-Corbeil,48.6206,2.4892,Île-de-France,7484
Nieppe,50.7031,2.8389,Hauts-de-France,7479
Malemort-sur-Corrèze,45.1708,1.5639,Nouvelle-Aquitaine,7476
Gleizé,45.9892,4.6969,Auvergne-Rhône-Alpes,7470
Corte,42.3056,9.1506,Corsica,7468
Saint-Nicolas-de-Port,48.6308,6.3022,Grand Est,7466
Lodève,43.7317,3.3194,Occitanie,7459
Coulounieix,45.1864,0.6914,Nouvelle-Aquitaine,7458
Beaupréau,47.2019,-0.9944,Pays de la Loire,7449
Anse,45.9356,4.7194,Auvergne-Rhône-Alpes,7443
La Ferté-Saint-Aubin,47.7172,1.9414,Centre-Val de Loire,7437
Contes,43.8119,7.3139,Provence-Alpes-Côte d’Azur,7429
Waziers,50.3872,3.1131,Hauts-de-France,7427
Crozon,48.2453,-4.4889,Bretagne,7415
Saint-Aubin-de-Médoc,44.9119,-0.7253,Nouvelle-Aquitaine,7415
Bailly-Romainvilliers,48.8469,2.8231,Île-de-France,7411
Bassens,44.9033,-0.5169,Nouvelle-Aquitaine,7404
Clisson,47.0869,-1.2836,Pays de la Loire,7399
Tignieu,45.7339,5.1872,Auvergne-Rhône-Alpes,7385
Pontcharra,45.4331,6.0153,Auvergne-Rhône-Alpes,7376
Langon,44.5531,-0.2494,Nouvelle-Aquitaine,7374
Mordelles,48.0747,-1.8458,Bretagne,7356
Lisses,48.5978,2.4264,Île-de-France,7350
Sainte-Adresse,49.5064,0.0833,Normandie,7349
Saint-Berthevin,48.0683,-0.8258,Pays de la Loire,7348
Guénange,49.2978,6.1978,Grand Est,7341
Pignan,43.5842,3.7619,Occitanie,7341
Bain-de-Bretagne,47.8422,-1.6819,Bretagne,7331
Saint-Yrieix-sur-Charente,45.6753,0.1275,Nouvelle-Aquitaine,7327
Beaugency,47.7783,1.6317,Centre-Val de Loire,7322
Bompas,42.7311,2.9333,Occitanie,7310
Lesneven,48.5719,-4.3222,Bretagne,7306
La Verpillière,45.6369,5.1428,Auvergne-Rhône-Alpes,7305
Vizille,45.0783,5.7719,Auvergne-Rhône-Alpes,7303
Wissous,48.7308,2.3272,Île-de-France,7301
Saint-Étienne-de-Montluc,47.2764,-1.7803,Pays de la Loire,7300
Bellegarde,43.7536,4.5144,Occitanie,7273
Saint-Benoît,46.5497,0.3417,Nouvelle-Aquitaine,7266
Publier,46.3878,6.5442,Auvergne-Rhône-Alpes,7264
Auby,50.4153,3.0544,Hauts-de-France,7256
Bourg-Saint-Maurice,45.6167,6.7686,Auvergne-Rhône-Alpes,7252
Migennes,47.9647,3.5167,Bourgogne-Franche-Comté,7247
Ruelle-sur-Touvre,45.6778,0.2203,Nouvelle-Aquitaine,7246
Yssingeaux,45.1428,4.1236,Auvergne-Rhône-Alpes,7245
Châteaubourg,48.1111,-1.4033,Bretagne,7240
Huningue,47.5914,7.5831,Grand Est,7240
Soisy-sur-Seine,48.6469,2.4522,Île-de-France,7235
Leforest,50.4372,3.0642,Hauts-de-France,7232
Pordic,48.5703,-2.8171,Bretagne,7228
Barr,48.4081,7.4497,Grand Est,7219
Salles,44.5519,-0.8694,Nouvelle-Aquitaine,7216
Saint-Maixent-l’École,46.4128,-0.2081,Nouvelle-Aquitaine,7209
Chemillé,47.2131,-0.7258,Pays de la Loire,7201
Aussonne,43.6839,1.3197,Occitanie,7187
Paimpol,48.7778,-3.0464,Bretagne,7178
Houdain,50.4522,2.5372,Hauts-de-France,7178
Lagnieu,45.9036,5.3492,Auvergne-Rhône-Alpes,7175
Villard-Bonnot,45.2381,5.8883,Auvergne-Rhône-Alpes,7175
Hasparren,43.3844,-1.3047,Nouvelle-Aquitaine,7173
Bourbourg,50.9464,2.1978,Hauts-de-France,7171
Boulazac,45.1819,0.7631,Nouvelle-Aquitaine,7170
Bourg-Saint-Andéol,44.3733,4.6442,Auvergne-Rhône-Alpes,7167
Carhaix-Plouguer,48.2758,-3.5744,Bretagne,7164
Lésigny,48.7442,2.6158,Île-de-France,7157
Montoir-de-Bretagne,47.3283,-2.1492,Pays de la Loire,7148
Saujon,45.6714,-0.9278,Nouvelle-Aquitaine,7146
Écouen,49.0186,2.3811,Île-de-France,7145
Fabrègues,43.5503,3.7761,Occitanie,7142
Honfleur,49.4189,0.2331,Normandie,7138
Mimizan,44.2008,-1.2286,Nouvelle-Aquitaine,7137
Lagord,46.1894,-1.1542,Nouvelle-Aquitaine,7130
Saint-Prix,49.0067,2.2625,Île-de-France,7123
Saint-Julien-de-Concelles,47.2533,-1.3856,Pays de la Loire,7123
Terville,49.3444,6.1342,Grand Est,7120
Bagnères-de-Bigorre,43.0642,0.1497,Occitanie,7103
Jurançon,43.2872,-0.3881,Nouvelle-Aquitaine,7098
Lanton,44.7039,-1.0353,Nouvelle-Aquitaine,7098
Sucé-sur-Erdre,47.3447,-1.5294,Pays de la Loire,7087
Ugine,45.7528,6.4197,Auvergne-Rhône-Alpes,7076
Fontaines-sur-Saône,45.8358,4.845,Auvergne-Rhône-Alpes,7068
Perros-Guirec,48.8133,-3.4433,Bretagne,7065
Soultz-Haut-Rhin,47.8858,7.2292,Grand Est,7058
Louveciennes,48.8603,2.1164,Île-de-France,7055
Sérignan,43.28,3.2775,Occitanie,7053
Évron,48.1556,-0.4025,Pays de la Loire,7048
Chauvigny,46.5686,0.6467,Nouvelle-Aquitaine,7045
Chauray,46.3606,-0.3772,Nouvelle-Aquitaine,7044
Saint-Christol-lez-Alès,44.0844,4.0769,Occitanie,7042
Trégunc,47.8558,-3.8519,Bretagne,7039
Bétheny,49.2847,4.0569,Grand Est,7039
Villemoisson-sur-Orge,48.6653,2.3308,Île-de-France,7038
Toulouges,42.6706,2.8319,Occitanie,7036
Les Arcs,43.4633,6.4789,Provence-Alpes-Côte d’Azur,7033
Saint-Macaire-en-Mauges,47.1239,-0.9917,Pays de la Loire,7028
Cassis,43.2156,5.5372,Provence-Alpes-Côte d’Azur,7027
Saint-Ismier,45.2486,5.8269,Auvergne-Rhône-Alpes,7026
Guingamp,48.5625,-3.1511,Bretagne,7022
Vaujours,48.9339,2.5719,Île-de-France,7003
Notre-Dame-de-Bondeville,49.4883,1.0483,Normandie,6990
Eckbolsheim,48.5789,7.6897,Grand Est,6986
Divion,50.4722,2.5014,Hauts-de-France,6977
Audun-le-Tiche,49.4733,5.9578,Grand Est,6976
Gières,45.1819,5.7919,Auvergne-Rhône-Alpes,6956
Escalquens,43.5178,1.5608,Occitanie,6955
Saint-Didier-au-Mont-d’Or,45.8106,4.7986,Auvergne-Rhône-Alpes,6951
Liancourt,49.3308,2.4653,Hauts-de-France,6951
Gueugnon,46.6011,4.0608,Bourgogne-Franche-Comté,6948
Theix,47.6292,-2.6558,Bretagne,6946
Faverges,45.7467,6.2939,Auvergne-Rhône-Alpes,6943
Colombelles,49.2042,-0.2972,Normandie,6941
Segré,47.6864,-0.8725,Pays de la Loire,6938
La Talaudière,45.4814,4.4319,Auvergne-Rhône-Alpes,6931
Herbignac,47.4489,-2.3175,Pays de la Loire,6930
Sénas,43.7444,5.0786,Provence-Alpes-Côte d’Azur,6930
Téteghem,51.0186,2.4439,Hauts-de-France,6926
Eyguières,43.6953,5.0311,Provence-Alpes-Côte d’Azur,6926
Montluel,45.8517,5.0564,Auvergne-Rhône-Alpes,6925
Pleurtuit,48.5797,-2.0583,Bretagne,6910
Cranves-Sales,46.1867,6.2914,Auvergne-Rhône-Alpes,6902
Morteau,47.0581,6.6061,Bourgogne-Franche-Comté,6894
Gaillon,49.1603,1.3358,Normandie,6892
Bidart,43.4369,-1.5931,Nouvelle-Aquitaine,6892
Caudan,47.8089,-3.3425,Bretagne,6891
Saint-Pierre,46.0597,6.3725,Auvergne-Rhône-Alpes,6889
Sainte-Pazanne,47.1031,-1.8108,Pays de la Loire,6889
Saint-Pée-sur-Nivelle,43.3567,-1.5506,Nouvelle-Aquitaine,6888
Saint-Jean-d’Angély,45.9442,-0.5211,Nouvelle-Aquitaine,6886
Trévoux,45.9408,4.775,Auvergne-Rhône-Alpes,6882
Le Coteau,46.0272,4.0867,Auvergne-Rhône-Alpes,6881
Gournay-sur-Marne,48.8597,2.5764,Île-de-France,6878
Saint-Bonnet-de-Mure,45.6906,5.0292,Auvergne-Rhône-Alpes,6875
Manduel,43.8183,4.4733,Occitanie,6871
Chabeuil,44.8997,5.02,Auvergne-Rhône-Alpes,6869
Balaruc-les-Bains,43.4408,3.6772,Occitanie,6867
Cornebarrieu,43.6494,1.3264,Occitanie,6862
Auvers-sur-Oise,49.0717,2.1742,Île-de-France,6860
Saint-Just-sur-Loire,45.5003,4.2406,Auvergne-Rhône-Alpes,6856
Loos-en-Gohelle,50.4578,2.7933,Hauts-de-France,6855
Feignies,50.3022,3.9181,Hauts-de-France,6854
Grenay,50.4522,2.7431,Hauts-de-France,6851
Nérac,44.1361,0.3394,Nouvelle-Aquitaine,6849
Caussade,44.1617,1.5369,Occitanie,6835
Uckange,49.3025,6.1553,Grand Est,6829
Valognes,49.5092,-1.4692,Normandie,6827
Beuvrages,50.3858,3.5056,Hauts-de-France,6821
Trélissac,45.1958,0.7825,Nouvelle-Aquitaine,6821
Ustaritz,43.3994,-1.4564,Nouvelle-Aquitaine,6818
La Gaude,43.7219,7.1531,Provence-Alpes-Côte d’Azur,6816
Acigné,48.1342,-1.5367,Bretagne,6814
Quesnoy-sur-Deûle,50.7125,2.9994,Hauts-de-France,6814
Le Mesnil-Saint-Denis,48.7436,1.9631,Île-de-France,6814
Linas,48.6333,2.2672,Île-de-France,6813
Melesse,48.2172,-1.6961,Bretagne,6803
Saint-Julien-les-Villas,48.2714,4.0975,Grand Est,6801
Jacou,43.6608,3.9103,Occitanie,6800
Surgères,46.1081,-0.7517,Nouvelle-Aquitaine,6797
Bouchemaine,47.4225,-0.6097,Pays de la Loire,6796
Nyons,44.3608,5.1406,Auvergne-Rhône-Alpes,6782
Eu,50.0472,1.4197,Normandie,6771
Villemandeur,47.9903,2.7094,Centre-Val de Loire,6767
Moëlan-sur-Mer,47.8142,-3.6281,Bretagne,6765
Saint-Juéry,43.9486,2.2094,Occitanie,6760
Plédran,48.4458,-2.7461,Bretagne,6753
Loudun,47.01,0.0836,Nouvelle-Aquitaine,6740
Othis,49.0764,2.6764,Île-de-France,6739
Le Pian-Médoc,44.955,-0.6697,Nouvelle-Aquitaine,6739
Saint-Yrieix-la-Perche,45.5144,1.2033,Nouvelle-Aquitaine,6729
Labenne,43.5928,-1.4267,Nouvelle-Aquitaine,6717
Champigneulles,48.7336,6.1644,Grand Est,6708
Domène,45.2025,5.8389,Auvergne-Rhône-Alpes,6701
Luxeuil-les-Bains,47.8161,6.3808,Bourgogne-Franche-Comté,6692
Montfort-sur-Meu,48.1381,-1.9558,Bretagne,6691
Les Essarts-le-Roi,48.7167,1.8944,Île-de-France,6688
Saint-Pierre-d’Oléron,45.9436,-1.3058,Nouvelle-Aquitaine,6683
Beaufort-en-Vallée,47.4394,-0.2156,Pays de la Loire,6682
Brioude,45.2942,3.3842,Auvergne-Rhône-Alpes,6681
Beauzelle,43.6653,1.3775,Occitanie,6676
Luisant,48.4317,1.4764,Centre-Val de Loire,6673
Courtry,48.9175,2.6031,Île-de-France,6658
Rosny-sur-Seine,48.9997,1.6317,Île-de-France,6658
Le Perray-en-Yvelines,48.6942,1.8542,Île-de-France,6656
Neuves-Maisons,48.6161,6.1036,Grand Est,6653
Courdimanche,49.0344,2.0014,Île-de-France,6650
Noyelles-sous-Lens,50.4306,2.8728,Hauts-de-France,6646
Neufchâteau,48.3556,5.6961,Grand Est,6642
Étréchy,48.4931,2.1911,Île-de-France,6642
Saint-Rambert-d’Albon,45.2939,4.8169,Auvergne-Rhône-Alpes,6641
Ambert,45.5494,3.7417,Auvergne-Rhône-Alpes,6634
Saint-Victoret,43.4208,5.2333,Provence-Alpes-Côte d’Azur,6633
Brech,47.7206,-2.9956,Bretagne,6631
Saint-Jean-Bonnefonds,45.4511,4.4464,Auvergne-Rhône-Alpes,6627
Plouguerneau,48.6058,-4.5042,Bretagne,6623
Kervignac,47.7633,-3.2389,Bretagne,6622
Saint-Rémy,46.7633,4.8375,Bourgogne-Franche-Comté,6617
Sury-le-Comtal,45.5375,4.1831,Auvergne-Rhône-Alpes,6612
Givet,50.1381,4.8242,Grand Est,6610
Cambo-les-Bains,43.3578,-1.4017,Nouvelle-Aquitaine,6609
Rives,45.3508,5.5022,Auvergne-Rhône-Alpes,6606
Loriol-sur-Drôme,44.7517,4.8225,Auvergne-Rhône-Alpes,6605
Behren-lès-Forbach,49.1739,6.9347,Grand Est,6604
Saint-Pol-de-Léon,48.6853,-3.9864,Bretagne,6603
Verneuil-sur-Avre,48.7389,0.9278,Normandie,6602
Ploeren,47.6561,-2.8667,Bretagne,6601
Thônes,45.8822,6.3256,Auvergne-Rhône-Alpes,6597
La Tronche,45.2064,5.7403,Auvergne-Rhône-Alpes,6588
Le Péage-de-Roussillon,45.3731,4.7975,Auvergne-Rhône-Alpes,6588
Saint-Laurent-Blangy,50.3025,2.8028,Hauts-de-France,6575
Mehun-sur-Yèvre,47.1453,2.2158,Centre-Val de Loire,6574
Frouard,48.7606,6.1289,Grand Est,6566
Carnoux-en-Provence,43.2564,5.5644,Provence-Alpes-Côte d’Azur,6564
Jœuf,49.2297,6.0089,Grand Est,6559
Limours,48.6456,2.0761,Île-de-France,6558
Saint-André-des-Eaux,47.3139,-2.3108,Pays de la Loire,6558
Viriat,46.2536,5.2167,Auvergne-Rhône-Alpes,6555
La Verrière,48.7586,1.9622,Île-de-France,6551
Gémenos,43.2961,5.6269,Provence-Alpes-Côte d’Azur,6551
Changé,47.9878,0.2819,Pays de la Loire,6549
La Bassée,50.5336,2.8072,Hauts-de-France,6545
Laneuveville-devant-Nancy,48.6553,6.2314,Grand Est,6538
Itteville,48.5142,2.3419,Île-de-France,6537
Meung-sur-Loire,47.8286,1.6983,Centre-Val de Loire,6527
Chalonnes-sur-Loire,47.3506,-0.7639,Pays de la Loire,6527
Avallon,47.49,3.9083,Bourgogne-Franche-Comté,6513
Péronnas,46.1786,5.2028,Auvergne-Rhône-Alpes,6509
Condom,43.9575,0.3725,Occitanie,6508
Labruguière,43.5392,2.2633,Occitanie,6502
Épône,48.9558,1.8153,Île-de-France,6500
Cormontreuil,49.2228,4.0519,Grand Est,6488
Orgeval,48.9206,1.9758,Île-de-France,6479
Montauroux,43.6183,6.7653,Provence-Alpes-Côte d’Azur,6479
Castelnau-d’Estrétefonds,43.7822,1.3583,Occitanie,6468
Parentis-en-Born,44.3494,-1.0744,Nouvelle-Aquitaine,6466
Sainte-Livrade-sur-Lot,44.3981,0.5894,Nouvelle-Aquitaine,6458
Saint-Florent-sur-Cher,46.9956,2.2517,Centre-Val de Loire,6457
Bouffémont,49.0433,2.2992,Île-de-France,6453
Gigean,43.4997,3.7111,Occitanie,6450
La Penne-sur-Huveaune,43.2806,5.5158,Provence-Alpes-Côte d’Azur,6446
Villers-Saint-Paul,49.2889,2.4872,Hauts-de-France,6440
La Mulatière,45.7281,4.8122,Auvergne-Rhône-Alpes,6431
Bonsecours,49.4278,1.1278,Normandie,6429
Cuincy,50.3822,3.0467,Hauts-de-France,6421
Estaires,50.6439,2.7231,Hauts-de-France,6420
L’Arbresle,45.8356,4.6169,Auvergne-Rhône-Alpes,6418
Marignier,46.0903,6.4997,Auvergne-Rhône-Alpes,6412
Saint-Girons,42.9847,1.1458,Occitanie,6408
Montech,43.9569,1.2297,Occitanie,6406
Brunstatt,47.7233,7.3228,Grand Est,6405
Louvroil,50.265,3.96,Hauts-de-France,6405
Saint-Thibault-des-Vignes,48.8692,2.6886,Île-de-France,6400
Louhans,46.6264,5.2247,Bourgogne-Franche-Comté,6399
Fouquières-lès-Lens,50.4286,2.9128,Hauts-de-France,6399
Ceyrat,45.7328,3.0633,Auvergne-Rhône-Alpes,6390
Veigné,47.2875,0.7375,Centre-Val de Loire,6372
Puilboreau,46.1858,-1.1172,Nouvelle-Aquitaine,6369
Saint-Flour,45.0336,3.0928,Auvergne-Rhône-Alpes,6365
Jassans-Riottier,45.9856,4.7567,Auvergne-Rhône-Alpes,6356
Wimereux,50.7697,1.61,Hauts-de-France,6356
Quiévrechain,50.3953,3.6669,Hauts-de-France,6355
Arès,44.765,-1.1367,Nouvelle-Aquitaine,6349
Mourenx,43.3706,-0.6294,Nouvelle-Aquitaine,6341
Gignac,43.6519,3.5511,Occitanie,6340
Esbly,48.9031,2.8125,Île-de-France,6339
Machecoul,46.9931,-1.8228,Pays de la Loire,6334
Petite-Rosselle,49.2117,6.8575,Grand Est,6322
Marsillargues,43.6644,4.1769,Occitanie,6322
Le Blanc,46.6336,1.0628,Centre-Val de Loire,6319
Marange-Silvange,49.2108,6.1039,Grand Est,6319
Laudun-l’Ardoise,44.105,4.6575,Occitanie,6316
Brindas,45.7211,4.6936,Auvergne-Rhône-Alpes,6315
Corbie,49.9089,2.5072,Hauts-de-France,6307
Bouillargues,43.8003,4.4269,Occitanie,6305
Saint-Marcel-lès-Valence,44.9708,4.9567,Auvergne-Rhône-Alpes,6302
Raon-l’Étape,48.4058,6.8411,Grand Est,6297
Lallaing,50.39,3.1681,Hauts-de-France,6297
Ploudalmézeau,48.5403,-4.6575,Bretagne,6292
Champagne-sur-Seine,48.3972,2.8011,Île-de-France,6292
Le Mesnil-le-Roi,48.9281,2.1225,Île-de-France,6292
Thyez,46.0836,6.5411,Auvergne-Rhône-Alpes,6289
Vendargues,43.6578,3.9694,Occitanie,6287
Lutterbach,47.7597,7.2806,Grand Est,6279
Jaunay-Clan,46.6856,0.37,Nouvelle-Aquitaine,6278
Longpont-sur-Orge,48.6428,2.2917,Île-de-France,6277
Labarthe-sur-Lèze,43.4517,1.4,Occitanie,6275
Hombourg-Haut,49.1258,6.7781,Grand Est,6272
Cournonterral,43.5578,3.7189,Occitanie,6270
Sathonay-Camp,45.8247,4.8744,Auvergne-Rhône-Alpes,6267
Cognin,45.5619,5.8972,Auvergne-Rhône-Alpes,6264
Hersin-Coupigny,50.4461,2.6478,Hauts-de-France,6263
Bréal-sous-Montfort,48.0478,-1.8667,Bretagne,6262
Ambilly,46.195,6.2242,Auvergne-Rhône-Alpes,6261
La Montagne,47.19,-1.6839,Pays de la Loire,6261
Pavilly,49.5683,0.9536,Normandie,6260
La Bouilladisse,43.3953,5.5953,Provence-Alpes-Côte d’Azur,6254
Castries,43.6789,3.9814,Occitanie,6250
Homécourt,49.2231,5.9928,Grand Est,6248
Baud,47.8756,-3.0189,Bretagne,6247
Arpajon-sur-Cère,44.9039,2.4567,Auvergne-Rhône-Alpes,6245
Saulx-les-Chartreux,48.6922,2.2664,Île-de-France,6240
Embrun,44.565,6.4953,Provence-Alpes-Côte d’Azur,6236
Terrasson-Lavilledieu,45.13,1.3014,Nouvelle-Aquitaine,6234
Eaunes,43.4217,1.3544,Occitanie,6234
Loches,47.1286,0.9953,Centre-Val de Loire,6232
Lezoux,45.8275,3.38,Auvergne-Rhône-Alpes,6224
Ciboure,43.3853,-1.6678,Nouvelle-Aquitaine,6220
Nanteuil-lès-Meaux,48.9297,2.8969,Île-de-France,6218
Cadaujac,44.7556,-0.53,Nouvelle-Aquitaine,6217
Mer,47.6986,1.5078,Centre-Val de Loire,6205
Canohès,42.6519,2.8344,Occitanie,6199
Templeuve,50.5267,3.175,Hauts-de-France,6196
Pont-Saint-Martin,47.1236,-1.5844,Pays de la Loire,6196
Châtel-Guyon,45.9225,3.0642,Auvergne-Rhône-Alpes,6195
Saint-Maurice-l’Exil,45.3969,4.7747,Auvergne-Rhône-Alpes,6192
Sciez,46.3319,6.3739,Auvergne-Rhône-Alpes,6190
Trith-Saint-Léger,50.3256,3.4858,Hauts-de-France,6189
Saint-Alban,43.6919,1.4147,Occitanie,6183
Bon-Encontre,44.1864,0.6719,Nouvelle-Aquitaine,6182
Grandchamps-des-Fontaines,47.365,-1.6053,Pays de la Loire,6182
Nandy,48.5842,2.5661,Île-de-France,6179
Montdidier,49.6481,2.57,Hauts-de-France,6174
Elven,47.7314,-2.5906,Bretagne,6173
Héric,47.4125,-1.6517,Pays de la Loire,6168
Gouesnou,48.4536,-4.4644,Bretagne,6166
Fronton,43.8403,1.3894,Occitanie,6166
Commentry,46.2889,2.7417,Auvergne-Rhône-Alpes,6159
Saint-Genest-Lerpt,45.4461,4.3367,Auvergne-Rhône-Alpes,6159
Châtenoy-le-Royal,46.7942,4.8164,Bourgogne-Franche-Comté,6153
Plonéour-Lanvern,47.9031,-4.2839,Bretagne,6147
