name,latitude,longitude,region,population
Saint-Alban-Leysse,45.58,5.9581,Auvergne-Rhône-Alpes,6146
Algrange,49.3594,6.0483,Grand Est,6145
Guer,47.9039,-2.1206,Bretagne,6141
Loon-Plage,50.9942,2.2197,Hauts-de-France,6139
Lentilly,45.8186,4.6631,Auvergne-Rhône-Alpes,6137
Ludres,48.6217,6.1617,Grand Est,6134
Tain-l’Hermitage,45.0706,4.8425,Auvergne-Rhône-Alpes,6131
Chasse-sur-Rhône,45.5806,4.8,Auvergne-Rhône-Alpes,6128
Aurec-sur-Loire,45.3692,4.2017,Auvergne-Rhône-Alpes,6127
Migné,46.6267,0.3136,Nouvelle-Aquitaine,6127
Mazan,44.0567,5.1281,Provence-Alpes-Côte d’Azur,6127
Malaunay,49.5261,1.0403,Normandie,6126
Aire-sur-l’Adour,43.7031,-0.2628,Nouvelle-Aquitaine,6119
Feytiat,45.8094,1.3317,Nouvelle-Aquitaine,6117
Saint-Marcel,46.7756,4.8894,Bourgogne-Franche-Comté,6113
Magnanville,48.9672,1.6819,Île-de-France,6104
Horbourg,48.0794,7.3944,Grand Est,6101
Lavelanet,42.9328,1.8486,Occitanie,6099
Blanzy,46.7039,4.3903,Bourgogne-Franche-Comté,6097
Vigneux-de-Bretagne,47.3261,-1.7383,Pays de la Loire,6097
Égly,48.5806,2.2239,Île-de-France,6094
Saint-Pathus,49.0706,2.7997,Île-de-France,6094
Saint-Priest-en-Jarez,45.4742,4.3781,Auvergne-Rhône-Alpes,6092
Malesherbes,48.2964,2.4053,Centre-Val de Loire,6089
Roost-Warendin,50.4203,3.1056,Hauts-de-France,6089
Sarrians,44.0833,4.9711,Provence-Alpes-Côte d’Azur,6088
Bonchamp-lès-Laval,48.0742,-0.7014,Pays de la Loire,6087
Mallemort,43.7308,5.1794,Provence-Alpes-Côte d’Azur,6084
Saint-Quentin-Fallavier,45.6322,5.1106,Auvergne-Rhône-Alpes,6083
Douvaine,46.305,6.3036,Auvergne-Rhône-Alpes,6077
Sains-en-Gohelle,50.4447,2.6836,Hauts-de-France,6077
Noyal-sur-Vilaine,48.1117,-1.5244,Bretagne,6070
La Glacerie,49.6142,-1.6042,Normandie,6070
Pierrefeu-du-Var,43.2244,6.1453,Provence-Alpes-Côte d’Azur,6065
Prades,42.6172,2.4219,Occitanie,6063
Saint-André-de-Sangonis,43.6497,3.5036,Occitanie,6063
Esvres,47.2844,0.7861,Centre-Val de Loire,6057
Gournay-en-Bray,49.4806,1.7239,Normandie,6051
Mornant,45.6189,4.6722,Auvergne-Rhône-Alpes,6050
Pecquencourt,50.3772,3.2158,Hauts-de-France,6050
Mutzig,48.5386,7.4542,Grand Est,6042
Revin,49.9425,4.6386,Grand Est,6038
Le Palais-sur-Vienne,45.8642,1.3231,Nouvelle-Aquitaine,6038
Saint-Just-en-Chaussée,49.5061,2.4308,Hauts-de-France,6033
Mortagne-sur-Sèvre,46.9917,-0.9539,Pays de la Loire,6000
Plescop,47.6989,-2.8061,Bretagne,5999
Doullens,50.1567,2.3403,Hauts-de-France,5998
Saint-Zacharie,43.3842,5.7067,Provence-Alpes-Côte d’Azur,5993
Jonage,45.7964,5.0467,Auvergne-Rhône-Alpes,5989
Vezin-le-Coquet,48.1186,-1.7561,Bretagne,5987
Nogent-sur-Seine,48.4936,3.5025,Grand Est,5987
Octeville-sur-Mer,49.5558,0.1169,Normandie,5987
La Primaube,44.3139,2.535,Occitanie,5987
Poussan,43.4886,3.67,Occitanie,5983
Fleurance,43.8494,0.6636,Occitanie,5982
Thoiry,46.2364,5.9797,Auvergne-Rhône-Alpes,5981
Le Lavandou,43.1378,6.3678,Provence-Alpes-Côte d’Azur,5981
Saint-Mandrier-sur-Mer,43.0761,5.9278,Provence-Alpes-Côte d’Azur,5979
Vouneuil-sous-Biard,46.5731,0.2714,Nouvelle-Aquitaine,5978
Liverdun,48.7503,6.0619,Grand Est,5976
Chessy,48.8803,2.7633,Île-de-France,5969
Villemur-sur-Tarn,43.8656,1.505,Occitanie,5962
Saint-Jean-de-Boiseau,47.1942,-1.7247,Pays de la Loire,5961
Sainte-Sigolène,45.2431,4.2347,Auvergne-Rhône-Alpes,5959
Vaison-la-Romaine,44.2408,5.075,Provence-Alpes-Côte d’Azur,5953
Montauban-de-Bretagne,48.1992,-2.0481,Bretagne,5946
Combourg,48.4086,-1.7517,Bretagne,5945
Blainville-sur-Orne,49.2289,-0.3,Normandie,5942
Saint-Pryvé-Saint-Mesmin,47.8808,1.8678,Centre-Val de Loire,5939
Dourges,50.4361,2.9867,Hauts-de-France,5935
Fontenilles,43.5531,1.1911,Occitanie,5914
Montmorillon,46.4261,0.8708,Nouvelle-Aquitaine,5911
Saint-Arnoult-en-Yvelines,48.5717,1.9406,Île-de-France,5910
Naintré,46.7636,0.4864,Nouvelle-Aquitaine,5908
Palavas-les-Flots,43.5294,3.9306,Occitanie,5903
Saint-Jory,43.7422,1.3697,Occitanie,5902
Roquefort-la-Bédoule,43.2475,5.5908,Provence-Alpes-Côte d’Azur,5896
Lucciana,42.5458,9.4172,Corsica,5893
Oraison,43.9172,5.9186,Provence-Alpes-Côte d’Azur,5891
Bruguières,43.7242,1.4114,Occitanie,5890
Le Barcarès,42.7883,3.0356,Occitanie,5885
Bois-le-Roi,48.4736,2.6972,Île-de-France,5882
Maule,48.9089,1.8483,Île-de-France,5878
Izon,44.9203,-0.3619,Nouvelle-Aquitaine,5878
Merville,43.7214,1.2978,Occitanie,5878
Trans-en-Provence,43.5033,6.4861,Provence-Alpes-Côte d’Azur,5878
Donzère,44.4436,4.71,Auvergne-Rhône-Alpes,5877
Pont-de-Chéruy,45.7506,5.1731,Auvergne-Rhône-Alpes,5876
Annezin,50.5336,2.6183,Hauts-de-France,5871
Châtelaillon-Plage,46.0731,-1.0881,Nouvelle-Aquitaine,5871
Noves,43.8769,4.9014,Provence-Alpes-Côte d’Azur,5866
Saint-Jorioz,45.8336,6.1639,Auvergne-Rhône-Alpes,5864
Coursan,43.2325,3.0589,Occitanie,5864
Canéjan,44.7631,-0.6547,Nouvelle-Aquitaine,5860
Buc,48.7733,2.1253,Île-de-France,5858
Aussillon,43.4983,2.365,Occitanie,5856
Carentan,49.3033,-1.2483,Normandie,5853
Saint-Denis-lès-Bourg,46.1997,5.1922,Auvergne-Rhône-Alpes,5845
Grézieu-la-Varenne,45.7472,4.6903,Auvergne-Rhône-Alpes,5838
La Wantzenau,48.6581,7.8283,Grand Est,5838
Calvisson,43.785,4.1922,Occitanie,5833
Haute-Goulaine,47.1989,-1.4286,Pays de la Loire,5833
Le Poinçonnet,46.7639,1.7189,Centre-Val de Loire,5831
Noyelles-Godault,50.42,2.9939,Hauts-de-France,5828
Gannat,46.1,3.1983,Auvergne-Rhône-Alpes,5824
Aixe-sur-Vienne,45.7964,1.1361,Nouvelle-Aquitaine,5820
Ablon-sur-Seine,48.7256,2.4211,Île-de-France,5818
Vendenheim,48.6675,7.7131,Grand Est,5817
Flers-en-Escrebieux,50.3978,3.0625,Hauts-de-France,5816
Lannemezan,43.1239,0.3847,Occitanie,5812
La Ferté-Macé,48.5925,-0.3572,Normandie,5810
Lesparre-Médoc,45.3069,-0.9378,Nouvelle-Aquitaine,5804
Saint-Mitre-les-Remparts,43.455,5.0142,Provence-Alpes-Côte d’Azur,5800
Saint-Martin-le-Vinoux,45.2031,5.7164,Auvergne-Rhône-Alpes,5799
Pluneret,47.6756,-2.9575,Bretagne,5796
Meyreuil,43.4861,5.4956,Provence-Alpes-Côte d’Azur,5796
La Crèche,46.3608,-0.3,Nouvelle-Aquitaine,5786
Saint-Symphorien-d’Ozon,45.6328,4.8564,Auvergne-Rhône-Alpes,5780
Bédarieux,43.6159,3.1588,Occitanie,5771
Fayence,43.6233,6.6939,Provence-Alpes-Côte d’Azur,5765
Nouzonville,49.815,4.745,Grand Est,5760
Saintry-sur-Seine,48.5908,2.4969,Île-de-France,5758
Benfeld,48.3706,7.5922,Grand Est,5756
Carry-le-Rouet,43.3319,5.1519,Provence-Alpes-Côte d’Azur,5756
Grand-Charmont,47.5272,6.8236,Bourgogne-Franche-Comté,5754
Menucourt,49.0272,1.9814,Île-de-France,5753
Carbonne,43.2972,1.2192,Occitanie,5752
Magny-en-Vexin,49.1544,1.7867,Île-de-France,5750
Le Puy-Sainte-Réparade,43.6633,5.4372,Provence-Alpes-Côte d’Azur,5744
Lèves,48.4689,1.4814,Centre-Val de Loire,5743
Seloncourt,47.4606,6.8583,Bourgogne-Franche-Comté,5742
Saint-Galmier,45.59,4.3172,Auvergne-Rhône-Alpes,5737
Fegersheim,48.4906,7.6803,Grand Est,5736
Vias,43.3128,3.4186,Occitanie,5735
Plouay,47.9147,-3.3353,Bretagne,5726
Courthézon,44.0875,4.8842,Provence-Alpes-Côte d’Azur,5723
Riantec,47.7108,-3.3106,Bretagne,5722
Saint-Cyr-au-Mont-d’Or,45.8144,4.8181,Auvergne-Rhône-Alpes,5721
Nieul-sur-Mer,46.2067,-1.1636,Nouvelle-Aquitaine,5720
Aubignan,44.0997,5.0253,Provence-Alpes-Côte d’Azur,5719
Milhaud,43.7897,4.3075,Occitanie,5717
Jouars-Pontchartrain,48.8031,1.9014,Île-de-France,5715
Dol-de-Bretagne,48.5497,-1.7508,Bretagne,5714
Ernée,48.2969,-0.9328,Pays de la Loire,5712
Roye,49.7,2.7903,Hauts-de-France,5709
Rungis,48.7483,2.3497,Île-de-France,5705
Bons-en-Chablais,46.2644,6.3703,Auvergne-Rhône-Alpes,5700
Simiane-Collongue,43.4311,5.4325,Provence-Alpes-Côte d’Azur,5699
Altkirch,47.6231,7.2394,Grand Est,5698
Solliès-Toucas,43.2056,6.025,Provence-Alpes-Côte d’Azur,5696
Longueau,49.8703,2.3561,Hauts-de-France,5693
La Chevrolière,47.0908,-1.6119,Pays de la Loire,5688
Le Valdahon,47.1497,6.3447,Bourgogne-Franche-Comté,5687
Port-la-Nouvelle,43.0206,3.0433,Occitanie,5686
Aimargues,43.6847,4.2086,Occitanie,5682
Delle,47.5069,6.9981,Bourgogne-Franche-Comté,5678
Fontenay-Trésigny,48.7075,2.8694,Île-de-France,5678
Saint-Cannat,43.6214,5.2981,Provence-Alpes-Côte d’Azur,5678
Bohain-en-Vermandois,49.9864,3.4547,Hauts-de-France,5675
Briey,49.2486,5.9394,Grand Est,5674
Santes,50.5933,2.9622,Hauts-de-France,5668
Calvi,42.5678,8.7567,Corsica,5666
Rabastens,43.8222,1.7253,Occitanie,5666
Dainville,50.2819,2.7272,Hauts-de-France,5665
Wormhout,50.8828,2.4678,Hauts-de-France,5665
Bannalec,47.9325,-3.6969,Bretagne,5663
Wasselonne,48.6372,7.4481,Grand Est,5661
Saint-Denis-de-Pile,44.9917,-0.2061,Nouvelle-Aquitaine,5658
Marly-la-Ville,49.0808,2.4994,Île-de-France,5657
Mondelange,49.2625,6.1686,Grand Est,5655
Lannilis,48.5697,-4.5194,Bretagne,5651
Chevreuse,48.7075,2.0383,Île-de-France,5647
Saint-Sébastien-de-Morsent,49.0086,1.0894,Normandie,5646
Les Avenières,45.6358,5.5633,Auvergne-Rhône-Alpes,5643
Nègrepelisse,44.0753,1.5217,Occitanie,5642
Mûrs-Erigné,47.3986,-0.5372,Pays de la Loire,5642
La Gorgue,50.6383,2.7142,Hauts-de-France,5637
Marennes,45.8225,-1.1053,Nouvelle-Aquitaine,5637
Briec,48.1017,-4.0017,Bretagne,5633
Belin-Béliet,44.4975,-0.79,Nouvelle-Aquitaine,5633
Saint-Martin-de-Seignanx,43.5428,-1.3869,Nouvelle-Aquitaine,5632
Ambazac,45.9578,1.4,Nouvelle-Aquitaine,5630
Furiani,42.6567,9.4331,Corsica,5628
Vaugneray,45.7378,4.6564,Auvergne-Rhône-Alpes,5623
Guînes,50.8678,1.8736,Hauts-de-France,5619
Chatuzange-le-Goubet,45.0067,5.0908,Auvergne-Rhône-Alpes,5618
Marnaz,46.0592,6.5258,Auvergne-Rhône-Alpes,5607
Chambourcy,48.9061,2.0403,Île-de-France,5607
Montpon-Ménestérol,45.0092,0.1592,Nouvelle-Aquitaine,5602
La Chapelle-Basse-Mer,47.2717,-1.3381,Pays de la Loire,5601
Flines-lès-Raches,50.4267,3.1831,Hauts-de-France,5597
Beaurains,50.2631,2.7886,Hauts-de-France,5596
Épernon,48.6108,1.6742,Centre-Val de Loire,5592
L’Isle-d’Espagnac,45.6614,0.1997,Nouvelle-Aquitaine,5592
Boulay-Moselle,49.1833,6.4936,Grand Est,5591
Saint-Gervais-les-Bains,45.8925,6.7136,Auvergne-Rhône-Alpes,5590
Boé,44.1597,0.6286,Nouvelle-Aquitaine,5589
Marolles-en-Hurepoix,48.5625,2.2983,Île-de-France,5588
Les Essarts,46.7736,-1.2281,Pays de la Loire,5586
Challes-les-Eaux,45.5475,5.9839,Auvergne-Rhône-Alpes,5584
Prades-le-Lez,43.6989,3.8647,Occitanie,5581
Saint-André-de-la-Roche,43.74,7.2878,Provence-Alpes-Côte d’Azur,5577
Parmain,49.1147,2.2086,Île-de-France,5575
Champagne-au-Mont-d’Or,45.7947,4.7908,Auvergne-Rhône-Alpes,5570
Wallers,50.3753,3.3919,Hauts-de-France,5568
Trèbes,43.2097,2.4414,Occitanie,5566
Gan,43.2286,-0.3875,Nouvelle-Aquitaine,5565
La Cadière-d’Azur,43.1958,5.7556,Provence-Alpes-Côte d’Azur,5563
Marles-les-Mines,50.5022,2.5022,Hauts-de-France,5561
Fismes,49.3072,3.6806,Grand Est,5560
Dompierre-sur-Mer,46.1878,-1.065,Nouvelle-Aquitaine,5560
Mouroux,48.8225,3.0381,Île-de-France,5557
Le Barp,44.6061,-0.7678,Nouvelle-Aquitaine,5556
Pouzauges,46.7822,-0.8372,Pays de la Loire,5549
Peypin,43.3858,5.5783,Provence-Alpes-Côte d’Azur,5547
Bethoncourt,47.5344,6.8039,Bourgogne-Franche-Comté,5545
Douvrin,50.51,2.8317,Hauts-de-France,5544
La Ville-aux-Dames,47.3958,0.7644,Centre-Val de Loire,5542
Gray,47.4442,5.5914,Bourgogne-Franche-Comté,5541
Chagny,46.9106,4.7533,Bourgogne-Franche-Comté,5535
Sainghin-en-Weppes,50.5625,2.9006,Hauts-de-France,5533
Sigean,43.0281,2.9778,Occitanie,5531
Ensuès-la-Redonne,43.3558,5.2042,Provence-Alpes-Côte d’Azur,5527
Tournus,46.5617,4.9122,Bourgogne-Franche-Comté,5524
Calonne-Ricouart,50.4869,2.4836,Hauts-de-France,5520
Roquemaure,44.0517,4.7783,Occitanie,5520
Ternay,45.6022,4.8106,Auvergne-Rhône-Alpes,5514
Nueil-les-Aubiers,46.9372,-0.59,Nouvelle-Aquitaine,5513
Farébersviller,49.1147,6.8636,Grand Est,5509
Le Port-Marly,48.8792,2.1097,Île-de-France,5509
Étoile-sur-Rhône,44.8369,4.8939,Auvergne-Rhône-Alpes,5505
Lardy,48.5222,2.2653,Île-de-France,5505
Villabé,48.5883,2.4561,Île-de-France,5491
Le Cendre,45.7225,3.1872,Auvergne-Rhône-Alpes,5489
Sausheim,47.7867,7.3731,Grand Est,5489
Saint-Martin-d’Uriage,45.1522,5.8392,Auvergne-Rhône-Alpes,5482
Oye-Plage,50.9778,2.0442,Hauts-de-France,5478
Aubigny-sur-Nère,47.4886,2.4392,Centre-Val de Loire,5477
Saint-Georges-d’Orques,43.6103,3.7806,Occitanie,5476
Heillecourt,48.6525,6.1942,Grand Est,5473
Saint-Memmie,48.9531,4.3831,Grand Est,5473
Grand-Champ,47.7586,-2.8444,Bretagne,5459
Fenain,50.3658,3.3006,Hauts-de-France,5448
Saint-Pierre-lès-Nemours,48.2653,2.6797,Île-de-France,5444
Audruicq,50.8792,2.0806,Hauts-de-France,5442
La Roque-d’Anthéron,43.7147,5.3108,Provence-Alpes-Côte d’Azur,5441
Quincy-Voisins,48.8994,2.8736,Île-de-France,5439
Ille-sur-Têt,42.6706,2.6206,Occitanie,5436
Jonquières,44.1153,4.8992,Provence-Alpes-Côte d’Azur,5436
Ventabren,43.5389,5.2931,Provence-Alpes-Côte d’Azur,5433
Aiffres,46.2864,-0.4172,Nouvelle-Aquitaine,5432
Clapiers,43.6575,3.8883,Occitanie,5431
Saint-Astier,45.1453,0.5281,Nouvelle-Aquitaine,5422
Nuits-Saint-Georges,47.1375,4.9503,Bourgogne-Franche-Comté,5421
Sauvian,43.2919,3.2606,Occitanie,5419
Saint-Laurent-de-Mure,45.6856,5.0447,Auvergne-Rhône-Alpes,5417
Gévezé,48.2194,-1.7894,Bretagne,5411
Dives-sur-Mer,49.2856,-0.1011,Normandie,5411
Coulogne,50.9242,1.885,Hauts-de-France,5401
Commercy,48.7642,5.5917,Grand Est,5399
Reichshoffen,48.9344,7.6661,Grand Est,5399
Oberhausbergen,48.6067,7.6853,Grand Est,5398
Ploumagoar,48.5453,-3.1325,Bretagne,5397
Le Boulou,42.5239,2.83,Occitanie,5396
Saleilles,42.6542,2.9517,Occitanie,5391
Souppes-sur-Loing,48.1831,2.7353,Île-de-France,5387
La Roquette-sur-Siagne,43.58,6.9556,Provence-Alpes-Côte d’Azur,5387
Wervicq-Sud,50.7722,3.0478,Hauts-de-France,5384
Loison-sous-Lens,50.4383,2.8683,Hauts-de-France,5379
Arradon,47.6256,-2.8233,Bretagne,5377
Kembs,47.6889,7.5036,Grand Est,5376
Eschau,48.4881,7.7158,Grand Est,5372
Plouhinec,47.6975,-3.2511,Bretagne,5367
Ostricourt,50.4544,3.0308,Hauts-de-France,5367
Missillac,47.4822,-2.1589,Pays de la Loire,5367
Chazelles-sur-Lyon,45.6386,4.3919,Auvergne-Rhône-Alpes,5364
Déchy,50.3525,3.1283,Hauts-de-France,5362
Ondres,43.5608,-1.4494,Nouvelle-Aquitaine,5356
Châtillon-sur-Seine,47.8583,4.5742,Bourgogne-Franche-Comté,5354
Decazeville,44.5592,2.2556,Occitanie,5353
Arnage,47.9261,0.1878,Pays de la Loire,5351
Sillingy,45.9458,6.0353,Auvergne-Rhône-Alpes,5348
Scaër,48.0272,-3.7022,Bretagne,5345
Saint-Georges-de-Didonne,45.6053,-0.9986,Nouvelle-Aquitaine,5340
Bordères-sur-l’Échez,43.2592,0.0492,Occitanie,5340
Villennes-sur-Seine,48.9392,1.9978,Île-de-France,5331
Marsannay-la-Côte,47.2706,4.9886,Bourgogne-Franche-Comté,5330
Piolenc,44.1778,4.7614,Provence-Alpes-Côte d’Azur,5324
Garéoult,43.3283,6.0461,Provence-Alpes-Côte d’Azur,5310
Neuville-de-Poitou,46.685,0.245,Nouvelle-Aquitaine,5308
Montbonnot-Saint-Martin,45.2269,5.8025,Auvergne-Rhône-Alpes,5306
Viry,46.1175,6.0375,Auvergne-Rhône-Alpes,5299
Beaucouzé,47.4756,-0.6328,Pays de la Loire,5298
Erquinghem-Lys,50.6756,2.8475,Hauts-de-France,5293
Ferrière-la-Grande,50.255,3.9928,Hauts-de-France,5292
Montrond-les-Bains,45.6436,4.2306,Auvergne-Rhône-Alpes,5290
L’Hôpital,49.1581,6.7322,Grand Est,5290
Sully-sur-Loire,47.765,2.3753,Centre-Val de Loire,5286
La Ferrière,46.7136,-1.3144,Pays de la Loire,5285
Genlis,47.2408,5.2231,Bourgogne-Franche-Comté,5272
Fenouillet,43.6797,1.3939,Occitanie,5272
Longuyon,49.4469,5.6006,Grand Est,5269
Decize,46.8292,3.4614,Bourgogne-Franche-Comté,5267
Valdoie,47.6672,6.8419,Bourgogne-Franche-Comté,5260
Plessé,47.5417,-1.8869,Pays de la Loire,5257
Mouy,49.3158,2.3194,Hauts-de-France,5255
Gauchy,49.8253,3.2856,Hauts-de-France,5254
Bléré,47.3253,0.9897,Centre-Val de Loire,5250
Bédarrides,44.0406,4.8981,Provence-Alpes-Côte d’Azur,5244
Vergèze,43.7433,4.22,Occitanie,5243
Ligné,47.4117,-1.3772,Pays de la Loire,5232
Mulsanne,47.9117,0.2489,Pays de la Loire,5232
Mamers,48.3494,0.3694,Pays de la Loire,5231
Faulquemont,49.0411,6.5992,Grand Est,5230
Rosheim,48.4967,7.4694,Grand Est,5224
Viarmes,49.1278,2.3703,Île-de-France,5220
Saint-Privat-des-Vieux,44.1442,4.1292,Occitanie,5218
Valence,44.1103,0.8894,Occitanie,5213
Drusenheim,48.7619,7.9517,Grand Est,5211
Pont-Évêque,45.5303,4.9111,Auvergne-Rhône-Alpes,5207
Briare,47.6381,2.7392,Centre-Val de Loire,5207
Guémené-Penfao,47.63,-1.8325,Pays de la Loire,5207
Mouguerre,43.4683,-1.4161,Nouvelle-Aquitaine,5201
Vic-le-Comte,45.6431,3.2461,Auvergne-Rhône-Alpes,5191
Châteaulin,48.1967,-4.09,Bretagne,5189
Saint-Pourçain-sur-Sioule,46.3075,3.2894,Auvergne-Rhône-Alpes,5182
Villeneuve-sur-Yonne,48.0814,3.2967,Bourgogne-Franche-Comté,5179
Pourrières,43.5039,5.7339,Provence-Alpes-Côte d’Azur,5177
Mazé,47.4564,-0.2731,Pays de la Loire,5173
Parigné-l’Évêque,47.9364,0.3644,Pays de la Loire,5173
Saint-Michel-Chef-Chef,47.1808,-2.1486,Pays de la Loire,5173
La Grand-Croix,45.5031,4.5689,Auvergne-Rhône-Alpes,5168
Saint-Pierre-d’Irube,43.4764,-1.4589,Nouvelle-Aquitaine,5167
Pont-Sainte-Marie,48.3206,4.1014,Grand Est,5161
Montaigu,46.9728,-1.31,Pays de la Loire,5160
Champniers,45.715,0.2056,Nouvelle-Aquitaine,5149
Le Pellerin,47.1983,-1.7539,Pays de la Loire,5149
Cancale,48.6767,-1.8519,Bretagne,5147
Cuges-les-Pins,43.2764,5.7006,Provence-Alpes-Côte d’Azur,5147
Crégy-lès-Meaux,48.9786,2.8783,Île-de-France,5145
Penmarch,47.8122,-4.3378,Bretagne,5142
Rocbaron,43.3042,6.0908,Provence-Alpes-Côte d’Azur,5142
Rambervillers,48.3458,6.6347,Grand Est,5139
Condat-sur-Vienne,45.7931,1.2317,Nouvelle-Aquitaine,5139
Le Rove,43.3692,5.2503,Provence-Alpes-Côte d’Azur,5137
Saint-Chéron,48.5536,2.1247,Île-de-France,5134
Bauvin,50.5142,2.8981,Hauts-de-France,5131
Servian,43.4272,3.2992,Occitanie,5126
Peyrolles-en-Provence,43.6456,5.585,Provence-Alpes-Côte d’Azur,5125
Mériel,49.0792,2.205,Île-de-France,5124
Grand-Fort-Philippe,50.9978,2.1092,Hauts-de-France,5121
Château-Arnoux-Saint-Auban,44.0933,6.0083,Provence-Alpes-Côte d’Azur,5120
Grans,43.6086,5.0631,Provence-Alpes-Côte d’Azur,5120
Charbonnières-les-Bains,45.7806,4.7464,Auvergne-Rhône-Alpes,5119
Bessan,43.3614,3.4242,Occitanie,5119
Saint-Étienne-au-Mont,50.6817,1.6258,Hauts-de-France,5118
Mourmelon-le-Grand,49.1408,4.3644,Grand Est,5102
Luynes,47.3847,0.5544,Centre-Val de Loire,5099
Querqueville,49.6633,-1.6953,Normandie,5097
La Souterraine,46.2381,1.4856,Nouvelle-Aquitaine,5094
Saint-Gilles,48.1536,-1.8261,Bretagne,5093
Cucq,50.4869,1.6244,Hauts-de-France,5092
Villers-le-Lac,47.0608,6.6703,Bourgogne-Franche-Comté,5090
Locmaria-Plouzané,48.3747,-4.6436,Bretagne,5089
Brébières,50.3369,3.0228,Hauts-de-France,5083
Lacanau,44.9792,-1.0794,Nouvelle-Aquitaine,5082
Saint-Germain-du-Puy,47.0992,2.4811,Centre-Val de Loire,5079
Mirecourt,48.2986,6.1303,Grand Est,5078
La Garnache,46.8906,-1.8311,Pays de la Loire,5075
Sainte-Marie-aux-Mines,48.2467,7.1839,Grand Est,5072
Lambres-lès-Douai,50.3531,3.0678,Hauts-de-France,5071
Laillé,47.9778,-1.7183,Bretagne,5069
Forcalquier,43.9592,5.7797,Provence-Alpes-Côte d’Azur,5069
Marquise,50.8147,1.7033,Hauts-de-France,5064
Villefranche-sur-Mer,43.7042,7.3117,Provence-Alpes-Côte d’Azur,5064
Trilport,48.9572,2.9492,Île-de-France,5061
Salbris,47.4253,2.0519,Centre-Val de Loire,5060
Tourves,43.4081,5.9239,Provence-Alpes-Côte d’Azur,5056
Florensac,43.3828,3.465,Occitanie,5051
Gruissan,43.1069,3.0883,Occitanie,5044
Muzillac,47.5531,-2.4817,Bretagne,5041
Saint-Genis-les-Ollières,45.7572,4.7264,Auvergne-Rhône-Alpes,5036
Villette-d’Anthon,45.7953,5.1158,Auvergne-Rhône-Alpes,5035
Seichamps,48.7158,6.2661,Grand Est,5030
La Balme-de-Sillingy,45.9611,6.0419,Auvergne-Rhône-Alpes,5027
Coublevie,45.3556,5.6167,Auvergne-Rhône-Alpes,5026
Bitche,49.0517,7.4253,Grand Est,5025
Champagne-sur-Oise,49.1358,2.2356,Île-de-France,5024
Cazouls-lès-Béziers,43.3922,3.1014,Occitanie,5023
La Grand-Combe,44.2111,4.0294,Occitanie,5021
Pulnoy,48.7011,6.2583,Grand Est,5020
Le Bourget-du-Lac,45.6483,5.8597,Auvergne-Rhône-Alpes,5018
Moulins-lès-Metz,49.1064,6.1089,Grand Est,5016
Beaucourt,47.4861,6.9253,Bourgogne-Franche-Comté,5014
Saint-Mars-du-Désert,47.3664,-1.4058,Pays de la Loire,5009
Séméac,43.2281,0.1067,Occitanie,5005
Montbard,47.6231,4.3369,Bourgogne-Franche-Comté,5004
Conches-en-Ouche,48.9606,0.9425,Normandie,5004
Vernaison,45.6478,4.8114,Auvergne-Rhône-Alpes,5001
